Dates,NORMAL (mm) ,ACTUAL (mm) 
30-Jun-06,10.6,12.41
01-Jul-06,11.32,5.88
02-Jul-06,11.05,10.17
03-Jul-06,9.85,14.22
04-Jul-06,9.68,11.62
05-Jul-06,10.65,9.37
06-Jul-06,10.85,6.49
07-Jul-06,9.9,5.96
08-Jul-06,10.28,9.39
09-Jul-06,9.78,4.23
10-Jul-06,8.87,4.01
11-Jul-06,9.23,5.06
12-Jul-06,9.99,5.61
13-Jul-06,8.9,8.34
14-Jul-06,9.59,10.56
15-Jul-06,9.78,7.09
16-Jul-06,9.27,4.41
17-Jul-06,11.07,6.7
18-Jul-06,10.69,6.31
19-Jul-06,9.79,9.46
20-Jul-06,9.43,10.48
21-Jul-06,10.38,6.44
22-Jul-06,11.27,4.83
23-Jul-06,11.63,4.11
24-Jul-06,10.65,4.02
25-Jul-06,9.9,1.61
26-Jul-06,9.01,6.8
27-Jul-06,9.04,11.55
28-Jul-06,8.86,13.37
29-Jul-06,8.66,6.81
30-Jul-06,9.06,6.2
31-Jul-06,9.13,4.13
01-Aug-06,9.31,6.71
02-Aug-06,9.26,3.25
03-Aug-06,9.13,5.85
04-Aug-06,7.75,6.66
05-Aug-06,8.25,9.83
06-Aug-06,8.07,9.75
07-Aug-06,7.51,5.61
08-Aug-06,7.73,6.84
09-Aug-06,7.95,4.64
10-Aug-06,7.9,6.44
11-Aug-06,7.5,15.29
12-Aug-06,7.74,19.9
13-Aug-06,7.68,8.51
14-Aug-06,7.9,9.33
15-Aug-06,8.21,8.21
16-Aug-06,8.06,10.09
17-Aug-06,7.5,13.33
18-Aug-06,7.1,8.76
19-Aug-06,6.59,4.59
20-Aug-06,6.89,3.65
21-Aug-06,6.93,2.84
22-Aug-06,6.62,2.17
23-Aug-06,6.39,1.14
24-Aug-06,5.87,0.41
25-Aug-06,5.54,0.11
26-Aug-06,4.84,1.51
27-Aug-06,4.37,0.42
28-Aug-06,4.7,1.47
29-Aug-06,4.75,3.28
30-Aug-06,4.65,1.74
31-Aug-06,4.63,1.36
01-Sep-06,4.32,1.32
02-Sep-06,4.95,0.64
03-Sep-06,4.5,2.08
04-Sep-06,4.55,1.32
05-Sep-06,4.24,1.09
06-Sep-06,4.43,2.71
07-Sep-06,4.02,2.5
08-Sep-06,3.7,6.77
09-Sep-06,4.16,4.33
10-Sep-06,4.25,10.13
11-Sep-06,4.56,2.39
12-Sep-06,4.7,6.26
13-Sep-06,3.81,7.76
14-Sep-06,3.97,15
15-Sep-06,4.66,8.48
16-Sep-06,5.38,9.83
17-Sep-06,6.99,9.36
18-Sep-06,6.26,5.95
19-Sep-06,7.7,3.16
20-Sep-06,6.96,4.41
21-Sep-06,7.07,2.39
22-Sep-06,6.64,3.31
23-Sep-06,6.49,3.04
24-Sep-06,6.81,1.89
25-Sep-06,4.76,3.82
26-Sep-06,6.16,5.43
27-Sep-06,6.65,6.31
28-Sep-06,5.95,3.77
29-Sep-06,6.14,1.25
30-Sep-06,6,3.29
01-Oct-06,5.99,4.55
02-Oct-06,7.14,3.93
03-Oct-06,5.86,4.53
04-Oct-06,5.09,3.66
05-Oct-06,4.95,2.29
06-Oct-06,5.61,1.47
07-Oct-06,5.32,3.82
08-Oct-06,6.05,6.63
09-Oct-06,6.04,11.87
10-Oct-06,4.56,1.55
11-Oct-06,4.53,1.98
12-Oct-06,3.62,0.78
13-Oct-06,3.6,0.15
14-Oct-06,3.55,0.62
15-Oct-06,3.78,0.67
16-Oct-06,3.19,1.26
17-Oct-06,3.2,0.96
18-Oct-06,3.55,0.41
19-Oct-06,3.27,0.48
20-Oct-06,3.91,1.45
21-Oct-06,3.51,1.29
22-Oct-06,4.03,0.18
23-Oct-06,3.87,0.26
24-Oct-06,3.87,0.42
25-Oct-06,3.43,0.09
26-Oct-06,3.01,0.75
27-Oct-06,4.46,0.67
28-Oct-06,3.4,2.76
29-Oct-06,2.83,2.44
30-Oct-06,2.66,3.04
31-Oct-06,1.85,1.64
01-Nov-06,2.01,1.93
02-Nov-06,2.68,7.22
03-Nov-06,2.03,16.83
04-Nov-06,1.88,4.61
05-Nov-06,2.55,2.81
06-Nov-06,2.37,4.09
07-Nov-06,2.56,7.43
08-Nov-06,2.94,4.82
09-Nov-06,1.53,1.5
10-Nov-06,1.14,0.24
11-Nov-06,1.07,0.04
12-Nov-06,1.47,0
13-Nov-06,1.69,0.06
14-Nov-06,1.3,0.45
15-Nov-06,1.27,0.21
16-Nov-06,1.06,0.48
17-Nov-06,1,0.4
18-Nov-06,0.74,0.92
19-Nov-06,1.1,2.46
20-Nov-06,1.14,0.86
21-Nov-06,1.24,0.71
22-Nov-06,1.68,0.1
23-Nov-06,1.57,0.49
24-Nov-06,0.85,1.11
25-Nov-06,0.66,1.87
26-Nov-06,0.76,0.19
27-Nov-06,0.3,0.25
28-Nov-06,0.47,0.5
29-Nov-06,0.8,0.45
30-Nov-06,0.64,0
01-Dec-06,0.5,0
02-Dec-06,0.42,0
03-Dec-06,0.79,0
04-Dec-06,0.86,0
05-Dec-06,0.45,0
06-Dec-06,0.47,0
07-Dec-06,0.25,0
08-Dec-06,0.34,0
09-Dec-06,0.55,0
10-Dec-06,0.68,0
11-Dec-06,0.48,0.09
12-Dec-06,0.31,0.39
13-Dec-06,0.51,0.06
14-Dec-06,0.56,0
15-Dec-06,0.36,0
16-Dec-06,0.27,0
17-Dec-06,0.22,0
18-Dec-06,0.12,0
19-Dec-06,0.08,0
20-Dec-06,0.07,0
21-Dec-06,0.12,0
22-Dec-06,0.2,0
23-Dec-06,0.15,0
24-Dec-06,0.26,0
25-Dec-06,0.17,0
26-Dec-06,0.21,0
27-Dec-06,0.21,0
28-Dec-06,0.24,0
29-Dec-06,0.12,0
30-Dec-06,0.18,0
31-Dec-06,0.13,0
01-Jan-07,0.11,0
02-Jan-07,0.09,0
03-Jan-07,0.07,0
04-Jan-07,0.08,0
05-Jan-07,0.11,0
06-Jan-07,0.05,0
07-Jan-07,0.05,0
08-Jan-07,0.04,0
09-Jan-07,0.09,0
10-Jan-07,0.04,0
11-Jan-07,0.1,0
12-Jan-07,0.04,0.2
13-Jan-07,0.03,0.05
14-Jan-07,0.06,0.13
15-Jan-07,0.21,0.14
16-Jan-07,0.06,0.07
17-Jan-07,0.04,0.1
18-Jan-07,0.06,0.43
19-Jan-07,0.03,0.09
20-Jan-07,0.01,0
21-Jan-07,0.01,0
22-Jan-07,0.02,0
23-Jan-07,0.05,0
24-Jan-07,0.09,0
25-Jan-07,0.02,0.12
26-Jan-07,0.03,0.01
27-Jan-07,0.01,0
28-Jan-07,0.02,0
29-Jan-07,0.04,0.04
30-Jan-07,0.14,0.13
31-Jan-07,0.1,0
01-Feb-07,0.15,0
02-Feb-07,0.02,0
03-Feb-07,0.06,0.01
04-Feb-07,0.02,0
05-Feb-07,0.03,0.04
06-Feb-07,0.01,0.01
07-Feb-07,0.01,0.03
08-Feb-07,0.06,0
09-Feb-07,0.05,0
10-Feb-07,0.12,0
11-Feb-07,0.05,0
12-Feb-07,0.02,0
13-Feb-07,0.06,0
14-Feb-07,0.07,0
15-Feb-07,0.06,0
16-Feb-07,0.06,0
17-Feb-07,0.07,0.06
18-Feb-07,0.07,0.04
19-Feb-07,0.1,0.04
20-Feb-07,0.32,0.01
21-Feb-07,0.25,0
22-Feb-07,0.27,0
23-Feb-07,0.21,0.3
24-Feb-07,0.19,0.06
25-Feb-07,0.11,0.14
26-Feb-07,0.09,0.05
27-Feb-07,0.04,0.01
28-Feb-07,0.11,0
01-Mar-07,0.11,0
02-Mar-07,0.02,0
03-Mar-07,0.06,0
04-Mar-07,0.13,0
05-Mar-07,0.32,0
06-Mar-07,0.52,0
07-Mar-07,0.2,0
08-Mar-07,0.31,0
09-Mar-07,0.29,0.06
10-Mar-07,0.14,0
11-Mar-07,0.21,0.04
12-Mar-07,0.12,0
13-Mar-07,0.11,0.02
14-Mar-07,0.2,0
15-Mar-07,0.28,0.04
16-Mar-07,0.34,0
17-Mar-07,0.18,0
18-Mar-07,0.16,0
19-Mar-07,0.14,0.07
20-Mar-07,0.06,0.03
21-Mar-07,0.18,0.06
22-Mar-07,0.19,0.19
23-Mar-07,0.23,0.14
24-Mar-07,0.3,0.09
25-Mar-07,0.3,0.01
26-Mar-07,0.23,0.24
27-Mar-07,0.35,0.1
28-Mar-07,0.52,0.22
29-Mar-07,0.51,0
30-Mar-07,0.27,0
31-Mar-07,0.41,0
01-Apr-07,0.62,0
02-Apr-07,0.83,0.12
03-Apr-07,0.75,0.09
04-Apr-07,0.64,0.06
05-Apr-07,0.89,0
06-Apr-07,1.01,0.01
07-Apr-07,0.69,0.07
08-Apr-07,0.73,0.08
09-Apr-07,0.79,0.21
10-Apr-07,0.71,0.47
11-Apr-07,0.9,0.38
12-Apr-07,1.21,1.2
13-Apr-07,1.15,3.35
14-Apr-07,1.08,1.47
15-Apr-07,1.25,2.01
16-Apr-07,1.21,1.1
17-Apr-07,1.29,0.8
18-Apr-07,0.9,2.27
19-Apr-07,1.12,2.34
20-Apr-07,1.17,4.18
21-Apr-07,1.32,2.36
22-Apr-07,1.27,3.82
23-Apr-07,1.74,2.88
24-Apr-07,2.12,0.13
25-Apr-07,2.13,0.04
26-Apr-07,1.55,0.1
27-Apr-07,1.9,0.26
28-Apr-07,1.65,0.15
29-Apr-07,1.74,0.8
30-Apr-07,2.29,1.45
01-May-07,2.17,1.35
02-May-07,2.52,3.32
03-May-07,2.38,1.03
04-May-07,2.11,7.64
05-May-07,1.97,1.13
06-May-07,1.98,2.02
07-May-07,1.41,5.4
08-May-07,1.42,1.14
09-May-07,1.63,0.34
10-May-07,1.71,0.24
11-May-07,1.97,0.04
12-May-07,1.84,0.02
13-May-07,2.51,0.07
14-May-07,3.28,0.02
15-May-07,3.17,0.16
16-May-07,3.39,0.02
17-May-07,3.06,0.03
18-May-07,3.57,0.16
19-May-07,2.73,0.35
20-May-07,3.71,0.17
21-May-07,4.29,0.67
22-May-07,3.06,0.36
23-May-07,3.55,1.31
24-May-07,4.18,3.71
25-May-07,4.3,4.95
26-May-07,3.95,2.33
27-May-07,2.95,4.15
28-May-07,3.36,3.7
29-May-07,3.63,7.68
30-May-07,3.65,3.3
31-May-07,3.25,2.06
01-Jun-07,4.35,0.11
02-Jun-07,4.34,0.24
03-Jun-07,4.36,1.62
04-Jun-07,5.24,2.56
05-Jun-07,5.78,2.57
06-Jun-07,6.48,11.88
07-Jun-07,6.14,12.57
08-Jun-07,6.64,6.58
09-Jun-07,5.61,2.73
10-Jun-07,5.01,2.15
11-Jun-07,5.37,2.02
12-Jun-07,5.86,3.65
13-Jun-07,6.46,6.33
14-Jun-07,7.45,2.43
15-Jun-07,7.43,3.09
16-Jun-07,8.04,3.42
17-Jun-07,7.86,2.93
18-Jun-07,7.22,2.68
19-Jun-07,6.68,5.6
20-Jun-07,7.02,9.6
21-Jun-07,7.24,5.35
22-Jun-07,7.88,8.44
23-Jun-07,8.74,57.93
24-Jun-07,8.89,28.52
25-Jun-07,8.73,9.24
26-Jun-07,8.81,4.65
27-Jun-07,9.04,7.45
28-Jun-07,8.01,10.79
29-Jun-07,9.2,20.23
30-Jun-07,10.6,22.73
01-Jul-07,11.32,18.26
02-Jul-07,11.05,13.24
03-Jul-07,9.85,10.21
04-Jul-07,9.68,9.82
05-Jul-07,10.65,10.64
06-Jul-07,10.85,4.89
07-Jul-07,9.9,13.15
08-Jul-07,10.28,10.04
09-Jul-07,9.78,17.48
10-Jul-07,8.87,12.57
11-Jul-07,9.23,8.04
12-Jul-07,9.99,4.61
13-Jul-07,8.9,5.99
14-Jul-07,9.59,6.71
15-Jul-07,9.78,5.61
16-Jul-07,9.27,7.65
17-Jul-07,11.07,15.32
18-Jul-07,10.69,9.99
19-Jul-07,9.79,3.41
20-Jul-07,9.43,5.63
21-Jul-07,10.38,4.51
22-Jul-07,11.27,3.35
23-Jul-07,11.63,2.82
24-Jul-07,10.65,1.9
25-Jul-07,9.9,6.79
26-Jul-07,9.01,2.83
27-Jul-07,9.04,3.78
28-Jul-07,8.86,3.05
29-Jul-07,8.66,8.71
30-Jul-07,9.06,6.92
31-Jul-07,9.13,6.41
01-Aug-07,9.31,6.04
02-Aug-07,9.26,6.51
03-Aug-07,9.13,12.01
04-Aug-07,7.75,9.29
05-Aug-07,8.25,20.61
06-Aug-07,8.07,27.17
07-Aug-07,7.51,24.89
08-Aug-07,7.73,14.7
09-Aug-07,7.95,12.12
10-Aug-07,7.9,10.75
11-Aug-07,7.5,9.46
12-Aug-07,7.74,5.88
13-Aug-07,7.68,2.05
14-Aug-07,7.9,0.92
15-Aug-07,8.21,0.92
16-Aug-07,8.06,0.9
17-Aug-07,7.5,0.45
18-Aug-07,7.1,0.99
19-Aug-07,6.59,2.12
20-Aug-07,6.89,2.32
21-Aug-07,6.93,4.01
22-Aug-07,6.62,8.06
23-Aug-07,6.39,3.39
24-Aug-07,5.87,5.73
25-Aug-07,5.54,11.99
26-Aug-07,4.84,15.51
27-Aug-07,4.37,4.82
28-Aug-07,4.7,2.86
29-Aug-07,4.75,3.96
30-Aug-07,4.65,6.46
31-Aug-07,4.63,10.48
01-Sep-07,4.32,7.01
02-Sep-07,4.95,8.05
03-Sep-07,4.5,11.02
04-Sep-07,4.55,5
05-Sep-07,4.24,5.69
06-Sep-07,4.43,4.83
07-Sep-07,4.02,4.62
08-Sep-07,3.7,2.28
09-Sep-07,4.16,4.65
10-Sep-07,4.25,17.16
11-Sep-07,4.56,2.24
12-Sep-07,4.7,6.86
13-Sep-07,3.81,9.56
14-Sep-07,3.97,6.35
15-Sep-07,4.66,16.05
16-Sep-07,5.38,6.5
17-Sep-07,6.99,12.69
18-Sep-07,6.26,29.12
19-Sep-07,7.7,15.35
20-Sep-07,6.96,7.56
21-Sep-07,7.07,3.92
22-Sep-07,6.64,2.97
23-Sep-07,6.49,4.19
24-Sep-07,6.81,5.93
25-Sep-07,4.76,10.65
26-Sep-07,6.16,4.07
27-Sep-07,6.65,1.44
28-Sep-07,5.95,2.42
29-Sep-07,6.14,4.1
30-Sep-07,6,8.46
01-Oct-07,5.99,2.67
02-Oct-07,7.14,1.49
03-Oct-07,5.86,1.25
04-Oct-07,5.09,0.41
05-Oct-07,4.95,0.67
06-Oct-07,5.61,0.5
07-Oct-07,5.32,0.36
08-Oct-07,6.05,0.68
09-Oct-07,6.04,1
10-Oct-07,4.56,0.39
11-Oct-07,4.53,0.46
12-Oct-07,3.62,0.13
13-Oct-07,3.6,0.17
14-Oct-07,3.55,0.06
15-Oct-07,3.78,0.02
16-Oct-07,3.19,0.15
17-Oct-07,3.2,1.48
18-Oct-07,3.55,6.63
19-Oct-07,3.27,2.44
20-Oct-07,3.91,18.44
21-Oct-07,3.51,15.5
22-Oct-07,4.03,10.93
23-Oct-07,3.87,8.62
24-Oct-07,3.87,9.52
25-Oct-07,3.43,4.42
26-Oct-07,3.01,2.77
27-Oct-07,4.46,1.87
28-Oct-07,3.4,5.91
29-Oct-07,2.83,4.17
30-Oct-07,2.66,0.59
31-Oct-07,1.85,0.73
01-Nov-07,2.01,3.18
02-Nov-07,2.68,2.95
03-Nov-07,2.03,0.94
04-Nov-07,1.88,1.57
05-Nov-07,2.55,0.65
06-Nov-07,2.37,0.37
07-Nov-07,2.56,3.84
08-Nov-07,2.94,1.02
09-Nov-07,1.53,0.15
10-Nov-07,1.14,0.01
11-Nov-07,1.07,0
12-Nov-07,1.47,0.04
13-Nov-07,1.69,0.03
14-Nov-07,1.3,0
15-Nov-07,1.27,0
16-Nov-07,1.06,0.04
17-Nov-07,1,0.03
18-Nov-07,0.74,0.04
19-Nov-07,1.1,0.05
20-Nov-07,1.14,0.75
21-Nov-07,1.24,0.27
22-Nov-07,1.68,0.03
23-Nov-07,1.57,0.26
24-Nov-07,0.85,0.05
25-Nov-07,0.66,0
26-Nov-07,0.76,0
27-Nov-07,0.3,0.01
28-Nov-07,0.47,0.03
29-Nov-07,0.8,0
30-Nov-07,0.64,0.01
01-Dec-07,0.5,0.01
02-Dec-07,0.42,0
03-Dec-07,0.79,0.04
04-Dec-07,0.86,0.05
05-Dec-07,0.45,0.01
06-Dec-07,0.47,0.25
07-Dec-07,0.25,0.3
08-Dec-07,0.34,0.16
09-Dec-07,0.55,0.01
10-Dec-07,0.68,0.01
11-Dec-07,0.48,0
12-Dec-07,0.31,0.03
13-Dec-07,0.51,0
14-Dec-07,0.56,0
15-Dec-07,0.36,0.02
16-Dec-07,0.27,0.02
17-Dec-07,0.22,0.04
18-Dec-07,0.12,0.04
19-Dec-07,0.08,1.96
20-Dec-07,0.07,5.22
21-Dec-07,0.12,2.06
22-Dec-07,0.2,0.12
23-Dec-07,0.15,0.71
24-Dec-07,0.26,0.09
25-Dec-07,0.17,0.01
26-Dec-07,0.21,0.02
27-Dec-07,0.21,0.06
28-Dec-07,0.24,0.03
29-Dec-07,0.12,0.02
30-Dec-07,0.18,0.04
31-Dec-07,0.13,0.03
01-Jan-08,0.11,0
02-Jan-08,0.09,0.02
03-Jan-08,0.07,0
04-Jan-08,0.08,0.05
05-Jan-08,0.11,0.01
06-Jan-08,0.05,0
07-Jan-08,0.05,0.01
08-Jan-08,0.04,0
09-Jan-08,0.09,0
10-Jan-08,0.04,0.01
11-Jan-08,0.1,0
12-Jan-08,0.04,0
13-Jan-08,0.03,0
14-Jan-08,0.06,0.01
15-Jan-08,0.21,0.09
16-Jan-08,0.06,0.12
17-Jan-08,0.04,0
18-Jan-08,0.06,0.03
19-Jan-08,0.03,0
20-Jan-08,0.01,0
21-Jan-08,0.01,0.01
22-Jan-08,0.02,0
23-Jan-08,0.05,0.01
24-Jan-08,0.09,0
25-Jan-08,0.02,0
26-Jan-08,0.03,0.07
27-Jan-08,0.01,0
28-Jan-08,0.02,0.09
29-Jan-08,0.04,0
30-Jan-08,0.14,0.04
31-Jan-08,0.1,0
01-Feb-08,0.15,0
02-Feb-08,0.02,0.01
03-Feb-08,0.06,0
04-Feb-08,0.02,0.05
05-Feb-08,0.03,0.01
06-Feb-08,0.01,0
07-Feb-08,0.01,0.15
08-Feb-08,0.06,0.02
09-Feb-08,0.05,0.66
10-Feb-08,0.12,0.4
11-Feb-08,0.05,1.83
12-Feb-08,0.02,5.19
13-Feb-08,0.06,4.49
14-Feb-08,0.07,3.85
15-Feb-08,0.06,1.78
16-Feb-08,0.06,0.01
17-Feb-08,0.07,0
18-Feb-08,0.07,0.01
19-Feb-08,0.1,0
20-Feb-08,0.32,0.05
21-Feb-08,0.25,0
22-Feb-08,0.27,0
23-Feb-08,0.21,0
24-Feb-08,0.19,0.04
25-Feb-08,0.11,0.05
26-Feb-08,0.09,0
27-Feb-08,0.04,0
28-Feb-08,0.11,0
29-Feb-08,0,0
01-Mar-08,0.11,0
02-Mar-08,0.02,0.02
03-Mar-08,0.06,0.01
04-Mar-08,0.13,0.02
05-Mar-08,0.32,0
06-Mar-08,0.52,0
07-Mar-08,0.2,0
08-Mar-08,0.31,0.16
09-Mar-08,0.29,0.02
10-Mar-08,0.14,0.01
11-Mar-08,0.21,0.02
12-Mar-08,0.12,0.01
13-Mar-08,0.11,0.98
14-Mar-08,0.2,5.46
15-Mar-08,0.28,6.54
16-Mar-08,0.34,7.82
17-Mar-08,0.18,1.62
18-Mar-08,0.16,0.21
19-Mar-08,0.14,0.38
20-Mar-08,0.06,0.76
21-Mar-08,0.18,6.4
22-Mar-08,0.19,6.35
23-Mar-08,0.23,34.26
24-Mar-08,0.3,11.33
25-Mar-08,0.3,11.72
26-Mar-08,0.23,2.77
27-Mar-08,0.35,4.39
28-Mar-08,0.52,0.84
29-Mar-08,0.51,4.76
30-Mar-08,0.27,1.15
31-Mar-08,0.41,4.65
01-Apr-08,0.62,1.22
02-Apr-08,0.83,0.46
03-Apr-08,0.75,0.77
04-Apr-08,0.64,0.5
05-Apr-08,0.89,0.64
06-Apr-08,1.01,0.56
07-Apr-08,0.69,1.69
08-Apr-08,0.73,1.49
09-Apr-08,0.79,0.65
10-Apr-08,0.71,1.05
11-Apr-08,0.9,0.09
12-Apr-08,1.21,0.02
13-Apr-08,1.15,0.03
14-Apr-08,1.08,0.03
15-Apr-08,1.25,0.03
16-Apr-08,1.21,0.66
17-Apr-08,1.29,0.28
18-Apr-08,0.9,0.52
19-Apr-08,1.12,1.95
20-Apr-08,1.17,0.29
21-Apr-08,1.32,1.13
22-Apr-08,1.27,0.29
23-Apr-08,1.74,2.05
24-Apr-08,2.12,1.65
25-Apr-08,2.13,2.39
26-Apr-08,1.55,0.24
27-Apr-08,1.9,0.13
28-Apr-08,1.65,0.79
29-Apr-08,1.74,0.19
30-Apr-08,2.29,1.36
01-May-08,2.17,0.02
02-May-08,2.52,0.29
03-May-08,2.38,0.16
04-May-08,2.11,0.2
05-May-08,1.97,0.04
06-May-08,1.98,0.04
07-May-08,1.41,0.13
08-May-08,1.42,0.58
09-May-08,1.63,2.76
10-May-08,1.71,0.66
11-May-08,1.97,0.7
12-May-08,1.84,0.18
13-May-08,2.51,0.03
14-May-08,3.28,0
15-May-08,3.17,0.09
16-May-08,3.39,0.01
17-May-08,3.06,0.22
18-May-08,3.57,0.61
19-May-08,2.73,0.79
20-May-08,3.71,1.08
21-May-08,4.29,1.84
22-May-08,3.06,7
23-May-08,3.55,5.56
24-May-08,4.18,5.79
25-May-08,4.3,2.84
26-May-08,3.95,7.05
27-May-08,2.95,2.51
28-May-08,3.36,1.76
29-May-08,3.63,4
30-May-08,3.65,2.88
31-May-08,3.25,2.49
01-Jun-08,4.35,5.86
02-Jun-08,4.34,8.23
03-Jun-08,4.36,3.66
04-Jun-08,5.24,3.42
05-Jun-08,5.78,0.75
06-Jun-08,6.48,1.17
07-Jun-08,6.14,5.79
08-Jun-08,6.64,6.21
09-Jun-08,5.61,5.07
10-Jun-08,5.01,7.24
11-Jun-08,5.37,8.15
12-Jun-08,5.86,8.04
13-Jun-08,6.46,7.97
14-Jun-08,7.45,4.88
15-Jun-08,7.43,7.12
16-Jun-08,8.04,3.88
17-Jun-08,7.86,3.74
18-Jun-08,7.22,3.82
19-Jun-08,6.68,4.78
20-Jun-08,7.02,2.45
21-Jun-08,7.24,1.71
22-Jun-08,7.88,2.02
23-Jun-08,8.74,1.88
24-Jun-08,8.89,2.94
25-Jun-08,8.73,2.88
26-Jun-08,8.81,6.02
27-Jun-08,9.04,5.1
28-Jun-08,8.01,6.52
29-Jun-08,9.2,8.54
30-Jun-08,10.6,10.3
01-Jul-08,11.32,4.2
02-Jul-08,11.05,6.67
03-Jul-08,9.85,1.56
04-Jul-08,9.68,1.43
05-Jul-08,10.65,2.2
06-Jul-08,10.85,2.62
07-Jul-08,9.9,3.46
08-Jul-08,10.28,2.96
09-Jul-08,9.78,2.99
10-Jul-08,8.87,3.04
11-Jul-08,9.23,2.05
12-Jul-08,9.99,1.71
13-Jul-08,8.9,1.1
14-Jul-08,9.59,0.98
15-Jul-08,9.78,4.56
16-Jul-08,9.27,8.27
17-Jul-08,11.07,1.44
18-Jul-08,10.69,1.52
19-Jul-08,9.79,3.05
20-Jul-08,9.43,1.73
21-Jul-08,10.38,4.28
22-Jul-08,11.27,5.07
23-Jul-08,11.63,6.05
24-Jul-08,10.65,8.19
25-Jul-08,9.9,11.39
26-Jul-08,9.01,9.73
27-Jul-08,9.04,15.63
28-Jul-08,8.86,24.03
29-Jul-08,8.66,13.09
30-Jul-08,9.06,11.97
31-Jul-08,9.13,10.6
01-Aug-08,9.31,5.7
02-Aug-08,9.26,4.66
03-Aug-08,9.13,3.96
04-Aug-08,7.75,7.69
05-Aug-08,8.25,5.88
06-Aug-08,8.07,7.58
07-Aug-08,7.51,4.32
08-Aug-08,7.73,7.38
09-Aug-08,7.95,15.74
10-Aug-08,7.9,25.03
11-Aug-08,7.5,27.09
12-Aug-08,7.74,21.7
13-Aug-08,7.68,24.74
14-Aug-08,7.9,12.55
15-Aug-08,8.21,8.18
16-Aug-08,8.06,3.63
17-Aug-08,7.5,3.7
18-Aug-08,7.1,3.35
19-Aug-08,6.59,3.05
20-Aug-08,6.89,1.94
21-Aug-08,6.93,1.27
22-Aug-08,6.62,0.83
23-Aug-08,6.39,0.7
24-Aug-08,5.87,0.52
25-Aug-08,5.54,1.21
26-Aug-08,4.84,10.29
27-Aug-08,4.37,7.51
28-Aug-08,4.7,13.97
29-Aug-08,4.75,3.93
30-Aug-08,4.65,7.88
31-Aug-08,4.63,9.37
01-Sep-08,4.32,10.83
02-Sep-08,4.95,12.5
03-Sep-08,4.5,7.97
04-Sep-08,4.55,9.08
05-Sep-08,4.24,8.08
06-Sep-08,4.43,12.16
07-Sep-08,4.02,10.66
08-Sep-08,3.7,10.25
09-Sep-08,4.16,13.76
10-Sep-08,4.25,11.21
11-Sep-08,4.56,8.02
12-Sep-08,4.7,8.18
13-Sep-08,3.81,6.62
14-Sep-08,3.97,4.25
15-Sep-08,4.66,2.46
16-Sep-08,5.38,2.76
17-Sep-08,6.99,2.4
18-Sep-08,6.26,1.71
19-Sep-08,7.7,2.07
20-Sep-08,6.96,2.29
21-Sep-08,7.07,1.71
22-Sep-08,6.64,1.26
23-Sep-08,6.49,2.43
24-Sep-08,6.81,1.63
25-Sep-08,4.76,3.73
26-Sep-08,6.16,0.89
27-Sep-08,6.65,0.09
28-Sep-08,5.95,0.11
29-Sep-08,6.14,0.06
30-Sep-08,6,0.26
01-Oct-08,5.99,0.12
02-Oct-08,7.14,0.56
03-Oct-08,5.86,1.19
04-Oct-08,5.09,5.61
05-Oct-08,4.95,6.41
06-Oct-08,5.61,2.91
07-Oct-08,5.32,7.58
08-Oct-08,6.05,4.25
09-Oct-08,6.04,2.7
10-Oct-08,4.56,5.75
11-Oct-08,4.53,3.23
12-Oct-08,3.62,1.73
13-Oct-08,3.6,1.44
14-Oct-08,3.55,0.93
15-Oct-08,3.78,2.02
16-Oct-08,3.19,2.95
17-Oct-08,3.2,3.57
18-Oct-08,3.55,2.3
19-Oct-08,3.27,3.02
20-Oct-08,3.91,3.32
21-Oct-08,3.51,3.27
22-Oct-08,4.03,3.28
23-Oct-08,3.87,6.43
24-Oct-08,3.87,7.26
25-Oct-08,3.43,7.45
26-Oct-08,3.01,1.66
27-Oct-08,4.46,0.1
28-Oct-08,3.4,0.12
29-Oct-08,2.83,0.13
30-Oct-08,2.66,0.05
31-Oct-08,1.85,0
01-Nov-08,2.01,0.02
02-Nov-08,2.68,0
03-Nov-08,2.03,0.08
04-Nov-08,1.88,0.02
05-Nov-08,2.55,0.02
06-Nov-08,2.37,0.04
07-Nov-08,2.56,0.02
08-Nov-08,2.94,0.01
09-Nov-08,1.53,0
10-Nov-08,1.14,0.04
11-Nov-08,1.07,0.1
12-Nov-08,1.47,0.31
13-Nov-08,1.69,0.29
14-Nov-08,1.3,0.08
15-Nov-08,1.27,0.09
16-Nov-08,1.06,0.89
17-Nov-08,1,3.93
18-Nov-08,0.74,1.03
19-Nov-08,1.1,0.34
20-Nov-08,1.14,0.15
21-Nov-08,1.24,0.24
22-Nov-08,1.68,1.12
23-Nov-08,1.57,0.74
24-Nov-08,0.85,1.09
25-Nov-08,0.66,0.16
26-Nov-08,0.76,0.36
27-Nov-08,0.3,1.51
28-Nov-08,0.47,4.97
29-Nov-08,0.8,10.57
30-Nov-08,0.64,2.56
01-Dec-08,0.5,1.13
02-Dec-08,0.42,0.43
03-Dec-08,0.79,0.29
04-Dec-08,0.86,0.05
05-Dec-08,0.45,0
06-Dec-08,0.47,0.03
07-Dec-08,0.25,0.04
08-Dec-08,0.34,0.01
09-Dec-08,0.55,0.03
10-Dec-08,0.68,0.09
11-Dec-08,0.48,0.02
12-Dec-08,0.31,0.02
13-Dec-08,0.51,0.02
